PremiseId,Occupier ID,Name,BusinessType,SubCategory,Category,Guardian-sector,Classification,PostCode,Town,Latitude,Longitude,CreatedDate,ClosedDate,Selected Town,Pre-lockdown,Lockdown,Post Lockdown,FrLastVerifiedDate,OrLastVerifiedDate
52537683,12537683,Cumberland Building Society,Multiple,Building Societies,"Banks, Financial Services & Building Societies",Other,Other,LA9 4AB,Kendal,54.32782,-2.74621,2011-03-01,,Kendal,Open,Open,Open,16/7/2020,4/8/2020
52571099,12571099,New Inn Yard Holliday Appartments,Independent,Holiday Flats,Accommodation,Other,Leisure,LA9 4HE,Kendal,54.32534,-2.7475,2011-05-17,,Kendal,Open,,Open,15/7/2020,4/8/2020
52571112,12571112,The Salvation Army Charity Shop,Multiple,Charity Shops,Charity & Secondhand Shops,Other,Other,LA9 4ED,Kendal,54.3257,-2.74742,2011-05-17,,Kendal,Open,,Open,15/7/2020,4/8/2020
52571113,12571113,St John's Hospice Shop,Multiple,Charity Shops,Charity & Secondhand Shops,Other,Other,LA9 4ED,Kendal,54.32574,-2.74743,2011-05-17,,Kendal,Open,,Open,15/7/2020,4/8/2020
52571126,12571126,Ruskins,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",LA9 4ND,Kendal,54.328089,-2.748034,2011-05-18,,Kendal,Open,,Open,15/7/2020,4/8/2020
52571130,12571130,KNS Financial Planning,Independent,Financial Advisors,"Banks, Financial Services & Building Societies",Other,Other,LA9 4QD,Kendal,54.33022,-2.74886,2011-05-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
52571161,12571161,Jules B,Independent,Fashion Shops,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,LA9 4AB,Kendal,54.32807,-2.74533,2011-05-20,,Kendal,Open,,Open,16/7/2020,4/8/2020
52571903,12571903,Charlie's Cafe Bar,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",LA9 4RA,Kendal,54.33001,-2.74737,2011-06-03,,Kendal,Open,,Open,15/7/2020,4/8/2020
52494534,12709737,Pizzeria Italia,Independent,Pizza Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4JH,Kendal,54.32686,-2.74796,2012-04-12,,Kendal,Open,,Open,4/8/2020,4/8/2020
52494614,12709813,Jo & Co,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4RF,Kendal,54.33095,-2.74737,2012-04-12,,Kendal,Open,,Open,15/7/2020,4/8/2020
52494620,12825195,Diesl Hair,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4DH,Kendal,54.32687,-2.74683,2013-03-27,,Kendal,Open,,Open,4/8/2020,4/8/2020
50709329,12825206,Virgin Money,Multiple,Banks & Other Financial Institutions,"Banks, Financial Services & Building Societies",Other,Other,LA9 4LY,Kendal,54.32821,-2.74709,2013-03-27,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
52049345,12936655,Trespass,Multiple,Sports Goods Shops,"Sports, Toys, Cycle Shops & Hobbies",Other,Other,LA9 4AB,Kendal,54.3277,-2.74693,2014-02-14,,Kendal,Open,,Open,16/7/2020,4/8/2020
52571129,12951076,South Lakes Mobility,Independent,Mobility Services,Miscellaneous,Other,Other,LA9 4QB,Kendal,54.32886,-2.74861,2014-03-31,,Kendal,Open,,Open,15/7/2020,4/8/2020
50701287,12964424,AGA,Multiple,Kitchenware,#N/A,Other,#N/A,LA9 4BD,Kendal,54.3286,-2.74428,2014-05-15 11:36:27,,Kendal,Open,Open,Open,4/8/2020,4/8/2020
52494556,13064853,Furness Building Society,Multiple,Building Societies,"Banks, Financial Services & Building Societies",Other,Other,LA9 4ND,Kendal,54.328089,-2.748034,2015-03-30,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
50936823,13133963,Well Pharmacy,Multiple,Chemists / Toiletries,"Chemists, Toiletries & Health",Other,Other,LA9 4HE,Kendal,54.32395,-2.7474,2015-11-10 16:04:06,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
52234511,13133984,Well Pharmacy,Multiple,Chemists / Toiletries,"Chemists, Toiletries & Health",Other,Other,LA9 4QD,Kendal,54.33038,-2.74747,2015-11-10 16:04:06,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
52234526,13189423,Thai Pinto,Independent,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4TX,Kendal,54.32828,-2.74553,2016-05-10,,Kendal,Open,,Open,15/7/2020,4/8/2020
50852081,13189444,Clock Tower,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",LA9 4JH,Kendal,54.32671,-2.74788,2016-05-10,,Kendal,Open,,Open,4/8/2020,4/8/2020
50852051,13313087,Karma West,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Other,LA9 4EN,Kendal,54.32446,-2.74723,2017-05-02,2020-08-04,Kendal,Open,,,17/7/2020,4/8/2020
50852335,13392837,Yard 46,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4TX,Kendal,54.3284,-2.7456,2017-11-03,,Kendal,Open,,Open,15/7/2020,4/8/2020
50936835,13392845,Horse & Rainbow,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",LA9 4SX,Kendal,54.32665,-2.74772,2017-11-03,,Kendal,Open,,Open,15/7/2020,4/8/2020
50851976,13396200,TUI,Multiple,Travel Agents,Travel Agents & Tour Operators,Other,Other,LA9 4DA,Kendal,54.32663,-2.74742,2017-10-27,,Kendal,Open,,Open,15/7/2020,4/8/2020
52571146,13396245,Zen Wardrobe,Independent,Clothes - Women,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,LA9 4TN,Kendal,54.32849,-2.74598,2017-11-09,,Kendal,Open,,Open,15/7/2020,4/8/2020
50852048,13457166,The Moon,Independent,Restaurant - British,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4EN,Kendal,54.3243,-2.74719,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
52049361,13457180,The Ink Cartridge Guys,Independent,Printer Cartridges,#N/A,Other,#N/A,LA9 4ED,Kendal,54.32537,-2.74739,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
52234470,13457182,Michelle's Coffee Shop,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4BD,Kendal,54.32885,-2.74362,2018-05-05,,Kendal,Open,,Open,4/8/2020,4/8/2020
52571158,13457187,Baba Ganoosh Souo Kitchen,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4AB,Kendal,54.32794,-2.74636,2018-05-05,,Kendal,Open,,Open,16/7/2020,4/8/2020
50852282,13525034,Market Place News,Independent,Newsagents,"Confectionery, Tobacco, Newsagents",Other,Other,LA9 4TN,Kendal,54.32835,-2.74667,2018-11-24,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
52844977,13535303,BUPA Dental Centre,Multiple,Dentists,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4BH,Kendal,54.32818,-2.744,2018-12-17,,Kendal,Open,Open,Open,4/8/2020,4/8/2020
50851979,13682553,19 The Wine Bar,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",LA9 4DH,Kendal,54.32685,-2.74614,2019-12-19,,Kendal,Open,,Open,4/8/2020,4/8/2020
50852214,13682554,Corner 124,Independent,Restaurant - French,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4QG,Kendal,54.33081,-2.74785,2019-12-19,,Kendal,Open,,,15/7/2020,4/8/2020
50904528,13682555,Morgan Banks,Independent,Jewellers,"Jewellers, Clocks & Watches",Other,Other,LA9 4LY,Kendal,54.32826,-2.74707,2019-12-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
50936937,13682561,H&H Land & Estates,Independent,Estate Agents,Estate Agents & Auctioneers,Other,Other,LA9 4AB,Kendal,54.32801,-2.74598,2019-12-19,,Kendal,Open,,Open,16/7/2020,4/8/2020
52234523,13682562,Eat In & Take Away,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4TN,Kendal,54.32848,-2.74599,2019-12-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
50936839,13644837,Greggs,Multiple,Bakers Shops,Bakers,Other,Other,LA9 4ND,Kendal,54.32784,-2.74751,2019-09-30,,Kendal,Open,,Open,15/7/2020,4/8/2020
52982325,13683081,Hackney & Leigh,Multiple,Estate Agents,Estate Agents & Auctioneers,Other,Other,LA9 4PU,Kendal,54.32978,-2.74757,2019-12-20,,Kendal,Open,,Open,15/7/2020,4/8/2020
52982302,13683040,Luxury Flooring Store,Independent,Floorcoverings,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Household items,LA9 4LL,Kendal,54.33091,-2.74612,2019-12-20,,Kendal,Open,,Open,15/7/2020,4/8/2020
52982303,13683041,Homedesigns,Independent,Furniture Shops,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Household items,LA9 4LL,Kendal,54.33091,-2.74612,2019-12-20,,Kendal,Open,,Open,15/7/2020,4/8/2020
52234525,13682563,Relish No. 37,Independent,Restaurant - British,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4TP,Kendal,54.32834,-2.74591,2019-12-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
52494529,13682565,Todds,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Other,LA9 4QQ,Kendal,54.3288,-2.74777,2019-12-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
52494530,13682566,Little bRogues,Independent,Clothes - Children,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,LA9 4QB,Kendal,54.3289,-2.7486,2019-12-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
52494648,13682567,Cut Stitch & Sew,Independent,Clothing Repairs & Alterations,"Locksmiths, Clothing Alterations & Shoe Repairs",Other,Other,LA9 4BH,Kendal,54.328203,-2.744007,2019-12-19,,Kendal,Open,,Open,4/8/2020,4/8/2020
52647173,13682568,Walton's,Independent,Restaurant & Bar,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4BD,Kendal,54.32932281,-2.74327302,2019-12-19,,Kendal,Open,,Open,4/8/2020,4/8/2020
52905113,13682569,Pekora Nera,Independent,Restaurant - Italian,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4BH,Kendal,54.32816,-2.74491,2019-12-19,,Kendal,Open,,Open,4/8/2020,4/8/2020
50936842,13682558,The Bath House,Independent,Health & Beauty Shops,#N/A,Other,#N/A,LA9 4QQ,Kendal,54.32965,-2.74249,2019-12-19,2020-08-04,Kendal,Open,,,16/7/2020,4/8/2020
50936853,13682559,VPZ,Multiple,Vaping Stores and Tobacconists,"Confectionery, Tobacco, Newsagents",Other,Other,LA9 4DA,Kendal,54.32668,-2.74774,2019-12-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
50936888,13682560,The Tannery,Independent,Restaurant & Bar,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4BD,Kendal,54.32956,-2.74259,2019-12-19,,Kendal,Open,,Open,4/8/2020,4/8/2020
50566904,13682551,Hays Travel,Multiple,Travel Agents,Travel Agents & Tour Operators,Other,Other,LA9 4LT,Kendal,54.32885,-2.74577,2019-12-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
50616957,13682552,M&S Foodhall,Multiple,Supermarkets,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops","Groceries, supermarkets & food shops",LA9 4QB,Kendal,54.32875,-2.74857,2019-12-19,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
52494605,13604877,Warhammer,Multiple,Games Shops,"Sports, Toys, Cycle Shops & Hobbies",Other,Other,LA9 4LU,Kendal,54.32926,-2.74692,2019-06-25,,Kendal,Open,,Open,15/7/2020,4/8/2020
50852147,13719791,Cancer Research UK,Multiple,Charity Shops,Charity & Secondhand Shops,Other,Other,LA9 4LY,Kendal,54.32816,-2.7471,2020-03-17,,Kendal,Open,,Open,17/7/2020,4/8/2020
52933707,13504393,Domino's Pizza,Multiple,Pizza Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4AY,Kendal,54.32777,-2.74419,2018-09-30,,Kendal,Open,,Open,15/7/2020,4/8/2020
52931686,13494884,Amplifon,Multiple,Hearing Aids,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4PU,Kendal,54.32955,-2.74751,2018-08-29,,Kendal,Open,,Open,15/7/2020,4/8/2020
50851921,13457164,Eastyrecruit,Independent,Recruitment Agencies,Employment & Post Offices,Other,Other,LA9 4BD,Kendal,54.32841,-2.74466,2018-05-05,,Kendal,Open,,Open,4/8/2020,4/8/2020
50852034,13457165,Colman & Colman Hair,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4EN,Kendal,54.32457,-2.74727,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
52494638,13457183,Herdy,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Other,LA9 4BH,Kendal,54.32827,-2.7448,2018-05-05,,Kendal,Open,,Open,4/8/2020,4/8/2020
52494568,13457186,Booth Cafe,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4DP,Kendal,54.328196,-2.748066,2018-05-05,,Kendal,Open,,Open,16/7/2020,4/8/2020
50936845,13457168,Gemma Packham Interiors,Independent,Interior Design / Decoration,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Household items,LA9 4PU,Kendal,54.33014,-2.74751,2018-05-05,2020-08-04,Kendal,Open,,,15/7/2020,4/8/2020
50852233,13457169,Simpson & Parsons,Independent,Insurance Agents,Miscellaneous,Other,Other,LA9 4RA,Kendal,54.33023,-2.74726,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
50852305,13457170,House of Hare,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4TP,Kendal,54.32835,-2.74598,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
50852306,13457171,Banks Lyon,Independent,Jewellers,"Jewellers, Clocks & Watches",Other,Other,LA9 4TP,Kendal,54.32835,-2.74611,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
50872059,13457172,Klass Collection,Multiple,Clothes - Women,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,LA9 4LR,Kendal,54.32898,-2.74596,2018-05-05,,Kendal,Open,,,15/7/2020,4/8/2020
50875353,13457173,Pavers Shoes,Multiple,Shoe Shops,Footwear,Other,Other,LA9 4AB,Kendal,54.32763,-2.74721,2018-05-05,,Kendal,Open,,Open,16/7/2020,4/8/2020
50852108,13457174,The Bed Store,Independent,"Beds, Bedding & Blankets","Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Household items,LA9 4LR,Kendal,54.32928,-2.74609,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
52049371,13457177,South Lakes Insurance Solutions,Independent,Insurance Agents,Miscellaneous,Other,Other,LA9 4JH,Kendal,54.32686,-2.74817,2018-05-05,,Kendal,Open,,Open,4/8/2020,4/8/2020
50936921,13457179,Fell,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",LA9 4DH,Kendal,54.32671,-2.74724,2018-05-05,,Kendal,Open,,Open,4/8/2020,4/8/2020
52234486,13457191,Coreworkx Gym,Independent,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4LL,Kendal,54.3308,-2.74493,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
52234502,13457192,Frothimoon Beauty,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4RF,Kendal,54.330977,-2.74741,2018-05-05,,Kendal,Open,,Open,15/7/2020,4/8/2020
52388166,13457195,Neko Sushi,Independent,Restaurant - Japanese,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4BH,Kendal,54.328203,-2.744007,2018-05-05,,Kendal,Open,,Open,4/8/2020,4/8/2020
52234502,13459379,Frothimoon Bridal,Independent,Bride & Groom Shops,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,LA9 4RF,Kendal,54.330977,-2.74741,2018-05-14,,Kendal,Open,,Open,15/7/2020,4/8/2020
50851864,13525030,Indie Craft Beer,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",LA9 4AB,Kendal,54.32799,-2.74619,2018-11-24,,Kendal,Open,,,16/7/2020,4/8/2020
50852082,13525031,Brocante at No.45,Independent,Antique Dealers,#N/A,Other,#N/A,LA9 4JH,Kendal,54.32681,-2.7492,2018-11-24,,Kendal,Open,,Open,4/8/2020,4/8/2020
50851892,13525032,Cool Crafting,Independent,Craft Centres & Shops,#ERROR!,Other,#ERROR!,LA9 4AF,Kendal,54.32896,-2.7431,2018-11-24,,Kendal,Open,,Open,4/8/2020,4/8/2020
50852320,13525035,Barber Shop,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4TS,Kendal,54.32815,-2.74608,2018-11-24,,Kendal,Open,,Open,16/7/2020,4/8/2020
50936916,13525037,Macarons by Al Strong,Independent,Confectioners,"Confectionery, Tobacco, Newsagents",Other,Other,LA9 4QQ,Kendal,54.3288,-2.74748,2018-11-24,2020-08-04,Kendal,Open,,,15/7/2020,4/8/2020
50936940,13525038,Fantastic Kendal,Multiple,Tourist Information,Entertainment,Other,Other,LA9 4AB,Kendal,54.32794,-2.74646,2018-11-24,,Kendal,Open,,Open,16/7/2020,4/8/2020
52494609,13525049,The Bristly Hog Coffee House,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4LS,Kendal,54.32969,-2.74714,2018-11-24,,Kendal,Open,,Open,15/7/2020,4/8/2020
52571141,13525051,Food Nude,Independent,Health Foods & Products,"Chemists, Toiletries & Health",Other,Other,LA9 4LU,Kendal,54.329374,-2.746596,2018-11-24,2020-08-04,Kendal,Open,Open,Open,16/7/2020,4/8/2020
52904906,13525052,Complete Furniture Limited,Independent,Furniture Shops,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Household items,LA9 4BD,Kendal,54.32913,-2.74291,2018-11-24,,Kendal,Open,,Open,4/8/2020,4/8/2020
50872073,13525040,Ramsdens,Multiple,Pawnbrokers,Pawnbroking & Cheque Cashing,Other,Other,LA9 4LR,Kendal,54.32924,-2.74587,2018-11-24,,Kendal,Open,,Open,15/7/2020,4/8/2020
52571139,13525041,Reticule Fabrics,Independent,Fabric Shops,#N/A,Other,#N/A,LA9 4LU,Kendal,54.32936,-2.74659,2018-11-24,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
52571156,13525042,Baba Ganoush,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4AB,Kendal,54.3277,-2.74731,2018-11-24,,Kendal,Open,,Open,4/8/2020,4/8/2020
52904852,13525043,About Time,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4TS,Kendal,54.32818,-2.7462,2018-11-24,,Kendal,Open,,Open,16/7/2020,4/8/2020
50872102,13525044,Fangs & Fins,Independent,Pet Shops & Pet Supplies,Pet Shops & Pet Supplies,Other,Other,LA9 4LU,Kendal,54.32926,-2.74692,2018-11-24,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
50900187,13525045,Mountain Warehouse,Multiple,Camping Goods & Outdoor Wear,"Sports, Toys, Cycle Shops & Hobbies",Other,Other,LA9 4ND,Kendal,54.32837,-2.74733,2018-11-24,,Kendal,Open,,Open,15/7/2020,4/8/2020
52938832,13528606,Begin With Nature,Independent,Beauty Products,"Chemists, Toiletries & Health",Other,Other,LA9 4TS,Kendal,54.32818,-2.7462,2018-12-04,,Kendal,Open,Open,Open,16/7/2020,4/8/2020
52938840,13528655,Pappy's Texan BBQ,Independent,Caterers,#N/A,Other,#N/A,LA9 4ND,Kendal,54.32807,-2.74803,2018-12-04,,Kendal,Open,,Open,4/8/2020,4/8/2020
50936941,13528672,Bangkok7,Independent,Restaurant - Thai,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4AB,Kendal,54.32791,-2.74664,2018-12-04,,Kendal,Open,,Open,16/7/2020,4/8/2020
50851943,13599813,Little Italy,Independent,Restaurant - Italian,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4BH,Kendal,54.32891,-2.74326,2019-06-06,,Kendal,Open,,Open,4/8/2020,4/8/2020
50851962,13599814,The Hair & Beauty Studio,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4BT,Kendal,54.32919,-2.74454,2019-06-06,,Kendal,Open,,Open,4/8/2020,4/8/2020
50852253,13599816,Ye Olde Fleece Inn,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",LA9 4SX,Kendal,54.32726,-2.74768,2019-06-06,,Kendal,Open,,Open,15/7/2020,4/8/2020
50872028,13599817,Phone Gadgets,Independent,Mobile Phones,Electrical Goods & Home Entertainment,Other,Other,LA9 4DP,Kendal,54.32815,-2.74752,2019-06-06,,Kendal,Open,,Open,15/7/2020,4/8/2020
50872081,13599818,Kendal & District Lions Club,Independent,Books - Rare & Secondhand,"Books, Arts & Crafts, Stationery, Printers",Other,Other,LA9 4LR,Kendal,54.32907,-2.74604,2019-06-06,,Kendal,Open,,Open,15/7/2020,4/8/2020
50872100,13599819,The Bakehouse,Independent,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4LU,Kendal,54.32926,-2.74692,2019-06-06,,Kendal,Open,,Open,15/7/2020,4/8/2020
50873190,13599820,King Barber,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4ED,Kendal,54.32542,-2.74741,2019-06-06,,Kendal,Open,,Open,15/7/2020,4/8/2020
50936883,13599822,The Italian Cafe,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4BN,Kendal,54.32889,-2.7433,2019-06-06,,Kendal,Open,,Open,4/8/2020,4/8/2020
50936943,13599823,Hannah's of Cumbria,Independent,Delicatessen,#N/A,Other,#N/A,LA9 4TS,Kendal,54.32813,-2.74636,2019-06-06,,Kendal,Open,Open,Open,16/7/2020,4/8/2020
52049365,13599825,Neon Sheep,Multiple,Household Stores,"DIY, Hardware, Builder's Merchants & Household Goods",Other,Other,LA9 4SX,Kendal,54.32705,-2.74771,2019-06-06,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
52112797,13599831,The Little Gin Shop,Independent,"Wines, Spirits & Beers",Off Licenses,Other,Other,LA9 4PU,Kendal,54.33006,-2.74737,2019-06-06,2020-08-04,Kendal,Open,Open,Open,15/7/2020,4/8/2020
52112817,13599832,Elite Windows,Independent,Door & Window Furniture,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Household items,LA9 4BD,Kendal,54.3292,-2.74283,2019-06-06,,Kendal,Open,,Open,4/8/2020,4/8/2020
52131239,13599833,Sweets 'n' Shakes,Independent,Juice Bars,#N/A,Other,#N/A,LA9 4BN,Kendal,54.32912,-2.74327,2019-06-06,,Kendal,Open,,Open,4/8/2020,4/8/2020
52494635,13599842,Kabanos Shop,Independent,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops","Groceries, supermarkets & food shops",LA9 4BD,Kendal,54.32832,-2.74484,2019-06-06,,Kendal,Open,Open,Open,4/8/2020,4/8/2020
52626752,13599845,Lakeland Kitchens and Interiors,Independent,Kitchen Planners,"DIY, Hardware, Builder's Merchants & Household Goods",Other,Other,LA9 4DP,Kendal,54.32857,-2.748317,2019-06-06,,Kendal,Open,,Open,15/7/2020,4/8/2020
52816000,13599848,The Perfumery,Independent,Beauty Products,"Chemists, Toiletries & Health",Other,Other,LA9 4TS,Kendal,54.32815,-2.74614,2019-06-06,2020-08-04,Kendal,Open,Open,Open,16/7/2020,4/8/2020
52958994,13603030,Roop's Brow & Eyelashes Bar,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4LR,Kendal,54.32901,-2.74655,2019-06-18,2020-08-04,Kendal,Open,,,16/7/2020,4/8/2020
52958995,13603031,Rainbow Accessories,Independent,Fashion Accessories,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,LA9 4LR,Kendal,54.32901,-2.74655,2019-06-18,2020-08-04,Kendal,Open,,,16/7/2020,4/8/2020
52959080,13603498,Toyland,Multiple,Toy Shops,#N/A,Other,#N/A,LA9 4LR,Kendal,54.3286,-2.74722,2019-06-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
52959084,13603506,Clarks Outlet,Multiple,Shoe Shops,Footwear,Other,Other,LA9 4LR,Kendal,54.32901,-2.74655,2019-06-19,,Kendal,Open,,Open,15/7/2020,4/8/2020
52959091,13603516,Maya Maya,Independent,Clothes - Women,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,LA9 4DP,Kendal,54.32818,-2.74806,2019-06-19,2020-08-04,Kendal,Open,,,15/7/2020,4/8/2020
52904844,13396227,Farmhouse Kitchen,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4JH,Kendal,54.32691,-2.74776,2017-11-09,,Kendal,Open,,Open,4/8/2020,4/8/2020
52904894,13396332,Pandemonium Pots,Independent,Art & Craft,"Books, Arts & Crafts, Stationery, Printers",Other,Other,LA9 4LU,Kendal,54.32925,-2.74651,2017-11-09,2020-08-04,Kendal,Open,,,15/7/2020,4/8/2020
52904905,13396345,Shelley Gibson,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4BD,Kendal,54.32913,-2.74291,2017-11-09,,Kendal,Open,,Open,4/8/2020,4/8/2020
52904907,13396349,Bumblebee Gallery,Independent,Museums & Art Galleries,Entertainment,Other,Other,LA9 4LU,Kendal,54.32936,-2.74659,2017-11-09,2020-08-04,Kendal,Open,,,15/7/2020,4/8/2020
52904971,13396422,Martindale's Guest House,Independent,Guesthouses,Accommodation,Other,Other,LA9 4LL,Kendal,54.33071,-2.74608,2017-11-09,,Kendal,Open,,Open,15/7/2020,4/8/2020
50851985,13392835,Bella's,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,LA9 4DH,Kendal,54.32679,-2.74661,2017-11-03,,Kendal,Open,,Open,4/8/2020,4/8/2020
50936829,13392839,Comida,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",LA9 4HE,Kendal,54.32501,-2.74767,2017-11-03,,Kendal,Open,,Open,15/7/2020,4/8/2020
52210125,13392842,Savers,Multiple,Beauty Products,"Chemists, Toiletries & Health",Other,Other,LA9 4EJ,Kendal,54.32668,-2.7474,2017-11-03,,Kendal,Open,Open,Open,15/7/2020,4/8/2020
